Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
5/9/2019,"96,599.00","98,341.00","98,341.00","96,599.00",704.62K,-1.45%
4/9/2019,"98,024.00","98,183.00","98,183.00","97,074.00",486.96K,-0.16%
3/9/2019,"98,183.00","97,391.00","98,420.00","97,391.00",893.81K,0.81%
30/08/2019,"97,391.00","97,391.00","98,341.00","97,153.00",956.51K,0.00%
29/08/2019,"97,391.00","95,016.00","97,391.00","94,857.00",673.84K,3.01%
28/08/2019,"94,541.00","95,016.00","95,095.00","94,382.00",626.04K,0.34%
27/08/2019,"94,224.00","96,203.00","96,441.00","94,224.00",1.13M,-1.25%
26/08/2019,"95,412.00","96,599.00","96,758.00","95,174.00",1.01M,-2.03%
23/08/2019,"97,391.00","98,262.00","98,341.00","97,391.00",746.20K,-0.81%
22/08/2019,"98,183.00","98,104.00","98,420.00","98,024.00",630.73K,0.08%
21/08/2019,"98,104.00","98,183.00","98,420.00","97,787.00",697.03K,-0.40%
20/08/2019,"98,500.00","98,895.00","98,895.00","98,262.00",944.42K,-0.40%
19/08/2019,"98,895.00","98,579.00","99,133.00","98,500.00",909.85K,0.64%
16/08/2019,"98,262.00","95,807.00","99,529.00","95,412.00",1.29M,1.72%
15/08/2019,"96,599.00","92,878.00","96,599.00","92,878.00",807.74K,2.78%
14/08/2019,"93,986.00","94,382.00","94,936.00","93,986.00",812.83K,0.59%
13/08/2019,"93,432.00","95,016.00","95,174.00","93,432.00",1.41M,-2.16%
12/8/2019,"95,491.00","95,807.00","95,807.00","95,332.00",530.80K,-0.33%
9/8/2019,"95,807.00","95,728.00","96,362.00","95,649.00",871.38K,0.08%
8/8/2019,"95,728.00","95,807.00","96,283.00","95,174.00",684.77K,-0.08%
7/8/2019,"95,807.00","95,174.00","96,441.00","95,174.00",878.14K,0.67%
6/8/2019,"95,174.00","95,807.00","95,807.00","94,382.00",1.13M,-1.48%
5/8/2019,"96,599.00","97,787.00","98,500.00","96,599.00",1.06M,-1.61%
2/8/2019,"98,183.00","97,787.00","98,341.00","97,629.00",565.81K,-0.16%
1/8/2019,"98,341.00","97,787.00","98,579.00","97,549.00",603.35K,0.81%
31/07/2019,"97,549.00","97,787.00","98,183.00","97,312.00",979.38K,-0.24%
30/07/2019,"97,787.00","98,975.00","99,450.00","97,787.00",1.11M,0.00%
29/07/2019,"97,787.00","98,262.00","98,500.00","97,391.00",1.32M,-0.80%
26/07/2019,"98,579.00","99,212.00","99,687.00","98,579.00",631.33K,-0.48%
25/07/2019,"99,054.00","98,975.00","99,371.00","98,975.00",823.24K,-0.40%
24/07/2019,"99,450.00","99,766.00","100,479.00","99,133.00",712.56K,0.16%
23/07/2019,"99,291.00","99,371.00","99,450.00","98,816.00",917.46K,-0.08%
22/07/2019,"99,371.00","100,162.00","100,162.00","99,371.00",866.38K,-1.10%
19/07/2019,"100,479.00","98,658.00","100,637.00","98,658.00",1.66M,1.85%
18/07/2019,"98,658.00","98,975.00","99,291.00","98,579.00",849.26K,-0.64%
17/07/2019,"99,291.00","98,183.00","99,687.00","98,104.00",1.16M,1.13%
16/07/2019,"98,183.00","98,024.00","98,341.00","97,787.00",615.05K,0.65%
15/07/2019,"97,549.00","98,104.00","98,183.00","97,549.00",843.98K,-0.65%
12/7/2019,"98,183.00","99,133.00","99,212.00","98,183.00",444.88K,-0.96%
11/7/2019,"99,133.00","99,371.00","99,371.00","98,975.00",332.64K,0.16%
10/7/2019,"98,975.00","98,975.00","99,371.00","98,816.00",505.13K,0.00%
9/7/2019,"98,975.00","98,341.00","98,975.00","97,866.00",1.14M,0.64%
8/7/2019,"98,341.00","99,529.00","99,529.00","98,183.00",1.16M,-1.59%
5/7/2019,"99,925.00","99,925.00","100,241.00","99,529.00",624.35K,0.00%
4/7/2019,"99,925.00","99,925.00","100,241.00","99,846.00",736.64K,0.16%
3/7/2019,"99,766.00","99,133.00","100,004.00","98,816.00",789.44K,0.72%
2/7/2019,"99,054.00","98,975.00","99,846.00","98,658.00",860.17K,0.08%
1/7/2019,"98,975.00","97,391.00","99,054.00","97,391.00",1.19M,1.63%
28/06/2019,"97,391.00","97,391.00","97,549.00","96,203.00",1.10M,-0.08%
27/06/2019,"97,470.00","97,787.00","98,024.00","97,312.00",962.59K,-0.32%
26/06/2019,"97,787.00","97,470.00","98,104.00","97,391.00",597.28K,0.08%
25/06/2019,"97,708.00","97,470.00","98,341.00","97,470.00",845.87K,0.24%
24/06/2019,"97,470.00","99,687.00","99,687.00","97,470.00",738.11K,-1.91%
21/06/2019,"99,371.00","97,629.00","99,371.00","97,629.00",3.14M,1.78%
20/06/2019,"97,629.00","97,787.00","97,787.00","97,470.00",1.21M,-0.08%
19/06/2019,"97,708.00","97,391.00","97,945.00","97,391.00",1.12M,0.33%
18/06/2019,"97,391.00","97,391.00","97,945.00","97,391.00",1.25M,-0.57%
17/06/2019,"97,945.00","97,945.00","98,024.00","97,233.00",759.28K,0.00%
14/06/2019,"97,945.00","97,391.00","98,341.00","97,312.00",799.06K,0.41%
13/06/2019,"97,549.00","99,133.00","99,133.00","97,233.00",1.35M,-1.60%
12/6/2019,"99,133.00","99,133.00","99,608.00","99,054.00",839.86K,-0.24%
11/6/2019,"99,371.00","100,558.00","100,558.00","99,291.00",678.48K,-1.10%
10/6/2019,"100,479.00","100,558.00","101,192.00","99,687.00",673.51K,0.24%
7/6/2019,"100,241.00","100,004.00","100,875.00","100,004.00",434.44K,0.08%
6/6/2019,"100,162.00","100,954.00","101,192.00","99,687.00",658.38K,-0.78%
5/6/2019,"100,954.00","101,825.00","102,300.00","100,558.00",430.54K,0.31%
4/6/2019,"100,637.00","100,559.00","100,950.00","100,168.00",567.18K,0.47%
3/6/2019,"100,168.00","101,342.00","101,811.00","99,464.00",861.59K,-1.16%
31/05/2019,"101,342.00","102,829.00","103,142.00","101,342.00",853.67K,-1.52%
30/05/2019,"102,907.00","103,924.00","104,081.00","102,907.00",651.25K,-1.05%
29/05/2019,"104,002.00","103,611.00","104,628.00","103,142.00",326.08K,0.68%
28/05/2019,"103,298.00","104,863.00","105,255.00","103,063.00",730.55K,-1.49%
27/05/2019,"104,863.00","102,516.00","104,863.00","101,655.00",384.07K,2.68%
24/05/2019,"102,124.00","102,516.00","104,472.00","102,046.00",918.18K,-1.21%
23/05/2019,"103,376.00","102,672.00","104,081.00","102,672.00",515.15K,0.00%
22/05/2019,"103,376.00","104,863.00","105,646.00","103,220.00",743.24K,-1.05%
21/05/2019,"104,472.00","107,211.00","107,211.00","104,472.00",914.77K,-2.91%
20/05/2019,"107,602.00","105,646.00","107,680.00","105,411.00",541.08K,1.40%
17/05/2019,"106,115.00","106,820.00","106,820.00","106,037.00",522.46K,-0.59%
16/05/2019,"106,741.00","105,881.00","106,741.00","105,646.00",842.56K,0.59%
15/05/2019,"106,115.00","106,037.00","106,741.00","105,176.00",427.02K,0.07%
14/05/2019,"106,037.00","103,455.00","106,741.00","103,455.00",1.32M,1.19%
13/05/2019,"104,785.00","101,576.00","104,785.00","101,576.00",1.17M,2.92%
10/5/2019,"101,811.00","100,559.00","101,811.00","100,559.00",440.03K,1.48%
9/5/2019,"100,324.00","100,559.00","101,029.00","100,168.00",345.22K,0.16%
8/5/2019,"100,168.00","100,246.00","101,029.00","100,168.00",754.60K,-1.16%
7/5/2019,"101,342.00","101,655.00","101,733.00","101,107.00",868.16K,0.31%
6/5/2019,"101,029.00","101,968.00","101,968.00","100,168.00",442.69K,-1.45%
3/5/2019,"102,516.00","102,516.00","102,516.00","101,655.00",583.67K,0.77%
2/5/2019,"101,733.00","101,733.00","102,594.00","101,498.00",884.39K,0.15%
26/04/2019,"101,576.00","101,576.00","101,968.00","101,185.00",678.29K,0.23%
25/04/2019,"101,342.00","101,420.00","101,498.00","100,403.00",497.20K,0.00%
24/04/2019,"101,342.00","100,011.00","101,342.00","99,698.00",578.99K,1.97%
23/04/2019,"99,385.00","100,246.00","101,342.00","99,151.00",1.17M,-2.01%
22/04/2019,"101,420.00","102,516.00","103,298.00","101,107.00",1.70M,-2.56%
19/04/2019,"104,081.00","106,037.00","106,115.00","103,689.00",719.15K,-1.63%
18/04/2019,"105,802.00","105,646.00","106,037.00","105,568.00",721.49K,0.15%
17/04/2019,"105,646.00","106,741.00","107,133.00","105,568.00",1.04M,-0.73%
16/04/2019,"106,428.00","105,646.00","106,741.00","105,646.00",616.97K,0.22%
12/4/2019,"106,194.00","106,115.00","106,507.00","105,568.00",821.42K,0.07%
11/4/2019,"106,115.00","105,881.00","106,585.00","105,881.00",460.62K,0.22%
10/4/2019,"105,881.00","105,646.00","106,820.00","105,646.00",1.05M,-0.07%
9/4/2019,"105,959.00","107,915.00","107,915.00","105,646.00",1.38M,-1.31%
8/4/2019,"107,367.00","107,524.00","107,759.00","106,820.00",655.43K,0.66%
5/4/2019,"106,663.00","107,993.00","107,993.00","106,663.00",1.22M,-1.23%
4/4/2019,"107,993.00","108,307.00","109,402.00","107,993.00",563.68K,-0.36%
3/4/2019,"108,385.00","108,776.00","108,776.00","107,680.00",820.76K,-0.36%
2/4/2019,"108,776.00","109,480.00","109,480.00","107,446.00",1.48M,0.29%
1/4/2019,"108,463.00","106,037.00","108,463.00","105,646.00",956.06K,2.82%
29/03/2019,"105,489.00","105,802.00","106,820.00","105,489.00",1.63M,-0.30%
28/03/2019,"105,802.00","106,741.00","106,820.00","105,802.00",980.12K,-0.95%
27/03/2019,"106,820.00","106,898.00","107,367.00","106,663.00",818.40K,0.00%
26/03/2019,"106,820.00","106,820.00","107,524.00","106,428.00",821.36K,0.00%
25/03/2019,"106,820.00","105,411.00","106,820.00","105,333.00",699.10K,0.00%
22/03/2019,"106,820.00","106,428.00","107,211.00","106,037.00",631.88K,0.37%
21/03/2019,"106,428.00","108,776.00","109,480.00","106,428.00",1.06M,-1.81%
20/03/2019,"108,385.00","106,820.00","108,385.00","105,802.00",1.52M,1.17%
19/03/2019,"107,133.00","107,993.00","107,993.00","106,898.00",1.12M,-0.80%
18/03/2019,"107,993.00","107,993.00","108,463.00","107,602.00",1.09M,0.73%
15/03/2019,"107,211.00","107,367.00","107,993.00","106,820.00",1.50M,-0.15%
14/03/2019,"107,367.00","108,776.00","108,776.00","106,976.00",1.11M,-0.80%
13/03/2019,"108,228.00","109,167.00","109,637.00","108,150.00",739.21K,-0.50%
12/3/2019,"108,776.00","107,993.00","109,167.00","107,993.00",672.43K,1.02%
11/3/2019,"107,680.00","106,820.00","108,698.00","106,820.00",507.72K,0.44%
8/3/2019,"107,211.00","108,776.00","109,167.00","106,115.00",1.18M,-1.93%
7/3/2019,"109,324.00","110,576.00","111,124.00","109,167.00",849.60K,-0.92%
6/3/2019,"110,341.00","111,124.00","111,750.00","108,385.00",853.50K,-0.70%
5/3/2019,"111,124.00","111,515.00","111,750.00","110,811.00",639.01K,-0.63%
4/3/2019,"111,828.00","110,732.00","112,611.00","110,732.00",1.05M,1.06%
1/3/2019,"110,654.00","112,611.00","112,611.00","110,654.00",1.04M,0.21%
28/02/2019,"110,419.00","116,210.00","116,210.00","110,419.00",1.17M,-4.47%
27/02/2019,"115,584.00","114,489.00","117,384.00","114,489.00",581.53K,1.10%
26/02/2019,"114,332.00","117,384.00","118,949.00","113,471.00",968.17K,-3.63%
25/02/2019,"118,636.00","116,602.00","119,419.00","116,367.00",1.45M,1.81%
22/02/2019,"116,523.00","116,602.00","116,993.00","116,054.00",977.18K,0.27%
21/02/2019,"116,210.00","112,298.00","116,680.00","111,906.00",2.23M,3.85%
20/02/2019,"111,906.00","111,906.00","112,298.00","111,750.00",1.18M,0.28%
19/02/2019,"111,593.00","111,906.00","112,141.00","111,437.00",2.37M,0.42%
18/02/2019,"111,124.00","109,872.00","111,515.00","109,793.00",1.30M,1.28%
15/02/2019,"109,715.00","109,559.00","109,793.00","109,167.00",1.09M,0.57%
14/02/2019,"109,089.00","108,228.00","109,793.00","107,993.00",1.61M,0.80%
13/02/2019,"108,228.00","107,993.00","108,307.00","106,585.00",917.38K,0.22%
12/2/2019,"107,993.00","107,993.00","108,150.00","107,211.00",1.15M,0.73%
11/2/2019,"107,211.00","106,194.00","107,915.00","105,568.00",1.63M,1.48%
1/2/2019,"105,646.00","106,272.00","106,272.00","104,081.00",877.72K,0.00%
31/01/2019,"105,646.00","106,820.00","106,820.00","104,472.00",974.75K,-0.37%
30/01/2019,"106,037.00","106,898.00","106,898.00","106,037.00",335.14K,-0.73%
29/01/2019,"106,820.00","107,211.00","107,211.00","106,037.00",445.21K,0.00%
28/01/2019,"106,820.00","106,820.00","106,898.00","106,350.00",585.18K,0.44%
25/01/2019,"106,350.00","106,428.00","106,663.00","106,115.00",976.57K,0.30%
24/01/2019,"106,037.00","105,646.00","106,037.00","105,098.00",1.29M,0.74%
23/01/2019,"105,255.00","105,568.00","105,646.00","104,707.00",1.23M,0.37%
22/01/2019,"104,863.00","105,020.00","105,646.00","104,081.00",478.85K,0.15%
21/01/2019,"104,707.00","104,941.00","104,941.00","103,533.00",335.26K,-0.15%
18/01/2019,"104,863.00","104,081.00","105,568.00","104,081.00",654.72K,1.36%
17/01/2019,"103,455.00","104,081.00","104,394.00","102,985.00",617.84K,-0.60%
16/01/2019,"104,081.00","104,863.00","105,411.00","103,298.00",674.66K,-1.41%
15/01/2019,"105,568.00","105,646.00","105,802.00","104,863.00",718.21K,-0.07%
14/01/2019,"105,646.00","104,081.00","105,646.00","104,002.00",733.70K,0.75%
11/1/2019,"104,863.00","103,063.00","104,863.00","103,063.00",1.14M,1.75%
10/1/2019,"103,063.00","103,220.00","103,298.00","102,437.00",362.04K,-0.15%
9/1/2019,"103,220.00","101,733.00","103,689.00","100,950.00",763.26K,1.46%
8/1/2019,"101,733.00","102,829.00","102,829.00","100,716.00",538.02K,-0.76%
7/1/2019,"102,516.00","99,933.00","102,516.00","98,211.00",1.08M,4.80%
4/1/2019,"97,820.00","95,864.00","97,820.00","94,690.00",598.16K,1.71%
3/1/2019,"96,177.00","97,038.00","97,038.00","95,159.00",539.68K,-0.89%
2/1/2019,"97,038.00","95,081.00","97,038.00","94,690.00",484.28K,3.33%
28/12/2018,"93,907.00","97,038.00","97,977.00","93,907.00",1.22M,-2.60%
27/12/2018,"96,412.00","97,038.00","98,524.00","96,412.00",927.13K,0.16%
26/12/2018,"96,255.00","96,721.00","96,721.00","95,091.00",804.62K,-0.48%
25/12/2018,"96,721.00","96,410.00","96,798.00","95,479.00",419.53K,-0.80%
24/12/2018,"97,497.00","95,479.00","98,196.00","95,479.00",551.08K,2.53%
21/12/2018,"95,091.00","96,721.00","97,031.00","94,780.00",2.28M,-2.93%
20/12/2018,"97,963.00","100,136.00","100,136.00","97,963.00",647.65K,-2.25%
19/12/2018,"100,214.00","101,766.00","102,077.00","100,136.00",580.91K,-1.97%
18/12/2018,"102,232.00","101,301.00","102,465.00","101,301.00",974.22K,-1.64%
17/12/2018,"103,940.00","104,794.00","104,794.00","103,940.00",1.25M,-0.81%
14/12/2018,"104,794.00","104,794.00","105,104.00","104,328.00",312.20K,0.00%
13/12/2018,"104,794.00","104,018.00","105,570.00","104,018.00",771.73K,0.75%
12/12/2018,"104,018.00","104,095.00","104,716.00","103,241.00",938.93K,-0.59%
11/12/2018,"104,639.00","104,639.00","105,182.00","103,629.00",531.67K,-0.15%
10/12/2018,"104,794.00","103,940.00","105,958.00","103,629.00",1.20M,0.82%
7/12/2018,"103,940.00","102,543.00","104,483.00","102,543.00",611.80K,1.67%
6/12/2018,"102,232.00","102,465.00","103,086.00","100,835.00",1.31M,-0.98%
5/12/2018,"103,241.00","104,406.00","104,949.00","102,543.00",1.33M,-2.56%
4/12/2018,"105,958.00","104,018.00","105,958.00","103,707.00",1.20M,2.17%
3/12/2018,"103,707.00","99,360.00","104,018.00","99,360.00",1.54M,4.38%
30/11/2018,"99,360.00","97,808.00","99,748.00","97,808.00",1.70M,1.35%
29/11/2018,"98,040.00","99,748.00","99,748.00","98,040.00",1.16M,-1.33%
28/11/2018,"99,360.00","97,808.00","100,136.00","97,808.00",1.60M,1.19%
27/11/2018,"98,196.00","96,643.00","98,972.00","95,634.00",2.26M,2.76%
26/11/2018,"95,556.00","91,753.00","95,789.00","91,598.00",2.18M,4.32%
23/11/2018,"91,598.00","93,072.00","93,072.00","91,209.00",500.32K,-1.75%
22/11/2018,"93,228.00","92,529.00","93,383.00","92,529.00",1.12M,0.76%
21/11/2018,"92,529.00","90,045.00","92,529.00","89,812.00",1.34M,2.32%
20/11/2018,"90,433.00","89,579.00","90,511.00","89,502.00",858.11K,0.95%
19/11/2018,"89,579.00","90,045.00","90,278.00","89,191.00",887.34K,0.35%
16/11/2018,"89,269.00","90,821.00","91,209.00","89,269.00",679.85K,-1.71%
15/11/2018,"90,821.00","91,209.00","91,598.00","89,269.00",667.63K,-0.43%
14/11/2018,"91,209.00","90,045.00","91,830.00","89,890.00",809.11K,1.29%
13/11/2018,"90,045.00","89,424.00","90,666.00","89,114.00",580.57K,-0.85%
12/11/2018,"90,821.00","89,502.00","90,821.00","89,346.00",716.33K,0.00%
9/11/2018,"90,821.00","91,598.00","92,529.00","90,744.00",873.78K,-2.50%
8/11/2018,"93,150.00","93,771.00","93,926.00","92,762.00",979.07K,0.42%
7/11/2018,"92,762.00","91,365.00","93,538.00","91,365.00",1.61M,1.53%
6/11/2018,"91,365.00","90,433.00","92,219.00","89,657.00",1.92M,1.03%
5/11/2018,"90,433.00","90,899.00","91,675.00","89,191.00",1.01M,-1.69%
2/11/2018,"91,986.00","88,725.00","92,219.00","88,725.00",1.92M,3.68%
1/11/2018,"88,725.00","90,821.00","90,821.00","86,552.00",2.07M,-1.55%
31/10/2018,"90,123.00","91,054.00","91,598.00","88,881.00",1.29M,-1.02%
30/10/2018,"91,054.00","93,150.00","93,150.00","91,054.00",642.08K,-2.25%
29/10/2018,"93,150.00","94,314.00","94,314.00","92,141.00",586.57K,-1.23%
26/10/2018,"94,314.00","94,625.00","94,703.00","93,849.00",771.62K,1.25%
25/10/2018,"93,150.00","93,150.00","93,849.00","90,899.00",1.39M,-2.12%
24/10/2018,"95,168.00","95,867.00","95,867.00","94,625.00",890.59K,-0.73%
23/10/2018,"95,867.00","97,575.00","97,575.00","94,470.00",1.44M,-1.83%
22/10/2018,"97,652.00","97,808.00","98,429.00","97,652.00",379.74K,-0.79%
19/10/2018,"98,429.00","97,109.00","98,429.00","96,333.00",1.31M,0.63%
18/10/2018,"97,808.00","98,506.00","98,584.00","97,730.00",418.93K,-0.71%
17/10/2018,"98,506.00","98,972.00","98,972.00","98,040.00",533.15K,0.71%
16/10/2018,"97,808.00","97,808.00","98,118.00","97,187.00",1.19M,0.24%
15/10/2018,"97,575.00","100,136.00","100,136.00","97,497.00",830.62K,-2.18%
12/10/2018,"99,748.00","98,584.00","99,903.00","96,721.00",1.15M,1.18%
11/10/2018,"98,584.00","95,479.00","100,136.00","95,479.00",1.42M,-2.31%
10/10/2018,"100,913.00","101,301.00","101,611.00","100,757.00",763.98K,-0.69%
9/10/2018,"101,611.00","102,620.00","103,241.00","101,534.00",792.76K,-1.58%
8/10/2018,"103,241.00","104,095.00","104,561.00","103,241.00",680.10K,-1.63%
5/10/2018,"104,949.00","105,570.00","105,648.00","104,794.00",623.02K,-1.24%
4/10/2018,"106,269.00","106,269.00","106,346.00","105,492.00",365.54K,0.00%
3/10/2018,"106,269.00","106,346.00","106,424.00","105,958.00",841.54K,-0.07%
2/10/2018,"106,346.00","104,794.00","106,812.00","104,794.00",697.61K,0.51%
1/10/2018,"105,803.00","106,191.00","106,346.00","105,570.00",617.78K,-0.73%
28/09/2018,"106,579.00","107,511.00","107,821.00","106,579.00",624.02K,-0.87%
27/09/2018,"107,511.00","106,346.00","108,675.00","106,191.00",1.18M,1.47%
26/09/2018,"105,958.00","106,269.00","106,269.00","105,803.00",501.74K,-0.29%
25/09/2018,"106,269.00","106,346.00","106,424.00","105,725.00",576.18K,-0.07%
24/09/2018,"106,346.00","106,967.00","106,967.00","105,725.00",767.66K,-0.58%
21/09/2018,"106,967.00","105,570.00","106,967.00","104,716.00",2.21M,1.32%
20/09/2018,"105,570.00","106,502.00","106,579.00","105,570.00",925.82K,-1.31%
19/09/2018,"106,967.00","107,123.00","107,278.00","106,269.00",1.12M,-0.15%
18/09/2018,"107,123.00","105,648.00","107,744.00","104,949.00",1.57M,1.47%
17/09/2018,"105,570.00","104,018.00","105,570.00","103,474.00",1.38M,2.26%
14/09/2018,"103,241.00","102,543.00","104,018.00","102,543.00",1.16M,0.68%
13/09/2018,"102,543.00","102,465.00","102,853.00","101,534.00",786.20K,-0.23%
12/9/2018,"102,776.00","103,241.00","104,639.00","102,620.00",1.61M,0.30%
11/9/2018,"102,465.00","98,972.00","102,776.00","98,972.00",1.84M,3.45%
10/9/2018,"99,050.00","98,972.00","99,671.00","98,817.00",724.64K,0.39%
7/9/2018,"98,661.00","94,703.00","99,050.00","94,703.00",1.06M,4.09%
6/9/2018,"94,780.00","97,419.00","98,118.00","94,703.00",1.48M,-2.71%
5/9/2018,"97,419.00","100,913.00","100,913.00","97,187.00",1.50M,-24.59%
4/9/2018,"129,194.00","130,101.00","130,101.00","129,112.00",828.94K,0.00%
31/08/2018,"129,194.00","129,442.00","130,926.00","129,194.00",871.33K,0.13%
30/08/2018,"129,030.00","129,936.00","130,019.00","128,205.00",1.08M,-0.70%
29/08/2018,"129,936.00","131,503.00","131,585.00","129,359.00",1.35M,-1.07%
28/08/2018,"131,338.00","131,998.00","132,080.00","131,091.00",1.27M,-0.62%
27/08/2018,"132,162.00","134,389.00","134,389.00","131,915.00",1.37M,-1.17%
24/08/2018,"133,729.00","134,636.00","134,636.00","133,729.00",543.61K,-0.67%
23/08/2018,"134,636.00","134,389.00","134,636.00","133,976.00",492.34K,0.18%
22/08/2018,"134,389.00","135,048.00","135,131.00","133,482.00",768.01K,0.00%
21/08/2018,"134,389.00","132,492.00","134,389.00","132,162.00",797.09K,1.81%
20/08/2018,"131,998.00","131,091.00","133,482.00","130,761.00",1.55M,1.01%
17/08/2018,"130,678.00","131,091.00","131,503.00","130,678.00",490.72K,-0.06%
16/08/2018,"130,761.00","130,266.00","130,761.00","128,288.00",1.25M,0.06%
15/08/2018,"130,678.00","130,678.00","132,245.00","130,431.00",1.30M,0.25%
14/08/2018,"130,349.00","131,091.00","131,833.00","130,101.00",1.19M,1.28%
13/08/2018,"128,700.00","129,442.00","129,442.00","128,123.00",1.49M,-0.70%
10/8/2018,"129,607.00","129,442.00","130,101.00","128,617.00",1.09M,0.13%
9/8/2018,"129,442.00","130,266.00","131,750.00","128,617.00",924.25K,0.96%
8/8/2018,"128,205.00","125,319.00","129,030.00","125,319.00",1.52M,1.63%
7/8/2018,"126,144.00","131,915.00","131,915.00","126,144.00",2.80M,-4.32%
6/8/2018,"131,833.00","133,564.00","133,564.00","131,503.00",1.49M,-1.05%
3/8/2018,"133,234.00","135,790.00","135,790.00","132,987.00",1.48M,-2.06%
2/8/2018,"136,038.00","137,109.00","137,604.00","133,317.00",1.91M,-1.14%
1/8/2018,"137,604.00","138,511.00","138,676.00","137,357.00",821.72K,-0.77%
31/07/2018,"138,676.00","138,511.00","139,335.00","137,686.00",761.06K,-0.18%
30/07/2018,"138,923.00","139,335.00","140,077.00","138,346.00",543.82K,-0.18%
27/07/2018,"139,170.00","140,984.00","141,396.00","139,006.00",348.82K,-1.57%
26/07/2018,"141,396.00","140,077.00","141,396.00","139,335.00",623.57K,0.94%
25/07/2018,"140,077.00","140,160.00","140,490.00","140,077.00",512.46K,0.00%
24/07/2018,"140,077.00","139,995.00","140,984.00","139,583.00",679.34K,-0.06%
23/07/2018,"140,160.00","139,335.00","141,644.00","138,676.00",822.36K,0.29%
20/07/2018,"139,748.00","140,819.00","140,819.00","139,500.00",744.84K,-0.59%
19/07/2018,"140,572.00","142,633.00","142,633.00","139,335.00",1.16M,0.89%
18/07/2018,"139,335.00","138,511.00","139,335.00","138,099.00",604.66K,0.66%
17/07/2018,"138,428.00","137,274.00","138,511.00","137,192.00",706.10K,-0.06%
